========================================
PeerTalk Performance Test Partner
Version: 1.0.0
Mode: echo
========================================

Initializing PeerTalk...
Starting discovery on port 7353...
Starting TCP listener on port 7354...
Running until Ctrl+C...

[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[ECHO] 4000 messages echoed
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[ECHO] 4100 messages echoed
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[STATUS] 130 sec: peers=3, msgs=4143, connected=yes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[ECHO] 4200 messages echoed
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[ECHO] 4300 messages echoed
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[DISCOVERED] Peer 2: "MacThroughput" at 10.188.1.213:7354
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[ECHO] 4400 messages echoed
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[ECHO] 4500 messages echoed
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
[MESSAGE] From peer 1: 1024 bytes
