========================================
PeerTalk Performance Test Partner
Version: 1.0.0
Mode: echo
========================================

Initializing PeerTalk...
Starting discovery on port 7353...
Starting TCP listener on port 7354...
Running until Ctrl+C...

[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[ECHO] 6300 messages echoed
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[ECHO] 6400 messages echoed
[MESSAGE] From peer 1: 2048 bytes
[STATUS] 180 sec: peers=6, msgs=6401, connected=yes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 2048 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[MESSAGE] From peer 1: 4096 bytes
[STATUS] 190 sec: peers=6, msgs=6502, connected=yes
[STATUS] 200 sec: peers=6, msgs=6502, connected=yes
[DISCOVERED] Peer 2: "MacThroughput" at 10.188.1.213:7354
[STATUS] 210 sec: peers=7, msgs=6502, connected=yes
[MESSAGE] From peer 1: 1024 bytes
[LOG] Detected log stream marker from peer 1 (IP 0x0ABC01D5)
[LOG] Started receiving logs from  (IP 0x0ABC01D5, 4379 bytes expected)
[MESSAGE] From peer 1: 1024 bytes
[LOG] Received 2048/4379 bytes
[MESSAGE] From peer 1: 1024 bytes
[LOG] Received 3072/4379 bytes
[MESSAGE] From peer 1: 1024 bytes
[LOG] Received 4096/4379 bytes
[MESSAGE] From peer 1: 283 bytes
[LOG] Received 4379/4379 bytes
[REGISTRY] Loaded 2 machines from MACHINE_REGISTRY
[LOG] Saved 4371 bytes to plan/performance/mactcp/performa6200/throughput_20260215_163108.log

========== throughput METRICS ==========
=====================================

[DISCONNECTED] Peer 1 (reason=0)
[STATUS] 220 sec: peers=7, msgs=6507, connected=no
[STATUS] 230 sec: peers=7, msgs=6507, connected=no
[STATUS] 240 sec: peers=7, msgs=6507, connected=no
[STATUS] 250 sec: peers=7, msgs=6507, connected=no
[STATUS] 260 sec: peers=7, msgs=6507, connected=no
[STATUS] 270 sec: peers=7, msgs=6507, connected=no
[STATUS] 280 sec: peers=7, msgs=6507, connected=no
[STATUS] 290 sec: peers=7, msgs=6507, connected=no
[STATUS] 300 sec: peers=7, msgs=6507, connected=no
[STATUS] 310 sec: peers=7, msgs=6507, connected=no
[STATUS] 320 sec: peers=7, msgs=6507, connected=no
[STATUS] 330 sec: peers=7, msgs=6507, connected=no
[STATUS] 340 sec: peers=7, msgs=6507, connected=no
[STATUS] 350 sec: peers=7, msgs=6507, connected=no
[STATUS] 360 sec: peers=7, msgs=6507, connected=no
[STATUS] 370 sec: peers=7, msgs=6507, connected=no
[STATUS] 380 sec: peers=7, msgs=6507, connected=no
[STATUS] 390 sec: peers=7, msgs=6507, connected=no
[STATUS] 400 sec: peers=7, msgs=6507, connected=no
[STATUS] 410 sec: peers=7, msgs=6507, connected=no
[STATUS] 420 sec: peers=7, msgs=6507, connected=no
[STATUS] 430 sec: peers=7, msgs=6507, connected=no
[STATUS] 440 sec: peers=7, msgs=6507, connected=no
[STATUS] 450 sec: peers=7, msgs=6507, connected=no
[STATUS] 460 sec: peers=7, msgs=6507, connected=no
[STATUS] 470 sec: peers=7, msgs=6507, connected=no
[STATUS] 480 sec: peers=7, msgs=6507, connected=no
[STATUS] 490 sec: peers=7, msgs=6507, connected=no
[STATUS] 500 sec: peers=7, msgs=6507, connected=no
[STATUS] 510 sec: peers=7, msgs=6507, connected=no
[STATUS] 520 sec: peers=7, msgs=6507, connected=no
[STATUS] 530 sec: peers=7, msgs=6507, connected=no
[STATUS] 540 sec: peers=7, msgs=6507, connected=no
[STATUS] 550 sec: peers=7, msgs=6507, connected=no
[STATUS] 560 sec: peers=7, msgs=6507, connected=no
[STATUS] 570 sec: peers=7, msgs=6507, connected=no
[STATUS] 580 sec: peers=7, msgs=6507, connected=no
[STATUS] 590 sec: peers=7, msgs=6507, connected=no
[STATUS] 600 sec: peers=7, msgs=6507, connected=no
[STATUS] 610 sec: peers=7, msgs=6507, connected=no
[STATUS] 620 sec: peers=7, msgs=6507, connected=no
[STATUS] 630 sec: peers=7, msgs=6507, connected=no
[STATUS] 640 sec: peers=7, msgs=6507, connected=no
[STATUS] 650 sec: peers=7, msgs=6507, connected=no
[STATUS] 660 sec: peers=7, msgs=6507, connected=no
[STATUS] 670 sec: peers=7, msgs=6507, connected=no
[STATUS] 680 sec: peers=7, msgs=6507, connected=no
[STATUS] 690 sec: peers=7, msgs=6507, connected=no
[STATUS] 700 sec: peers=7, msgs=6507, connected=no
[STATUS] 710 sec: peers=7, msgs=6507, connected=no
[STATUS] 720 sec: peers=7, msgs=6507, connected=no
[STATUS] 730 sec: peers=7, msgs=6507, connected=no
[STATUS] 740 sec: peers=7, msgs=6507, connected=no
[STATUS] 750 sec: peers=7, msgs=6507, connected=no
[STATUS] 760 sec: peers=7, msgs=6507, connected=no
[STATUS] 770 sec: peers=7, msgs=6507, connected=no
[STATUS] 780 sec: peers=7, msgs=6507, connected=no
[STATUS] 790 sec: peers=7, msgs=6507, connected=no
[STATUS] 800 sec: peers=7, msgs=6507, connected=no
[STATUS] 810 sec: peers=7, msgs=6507, connected=no
[STATUS] 820 sec: peers=7, msgs=6507, connected=no
[STATUS] 830 sec: peers=7, msgs=6507, connected=no
[STATUS] 840 sec: peers=7, msgs=6507, connected=no
[STATUS] 850 sec: peers=7, msgs=6507, connected=no
[STATUS] 860 sec: peers=7, msgs=6507, connected=no
[STATUS] 870 sec: peers=7, msgs=6507, connected=no
[STATUS] 880 sec: peers=7, msgs=6507, connected=no
[STATUS] 890 sec: peers=7, msgs=6507, connected=no
[STATUS] 900 sec: peers=7, msgs=6507, connected=no
[STATUS] 910 sec: peers=7, msgs=6507, connected=no
[STATUS] 920 sec: peers=7, msgs=6507, connected=no
[STATUS] 930 sec: peers=7, msgs=6507, connected=no
[STATUS] 940 sec: peers=7, msgs=6507, connected=no
[STATUS] 950 sec: peers=7, msgs=6507, connected=no
[STATUS] 960 sec: peers=7, msgs=6507, connected=no
[STATUS] 970 sec: peers=7, msgs=6507, connected=no
[STATUS] 980 sec: peers=7, msgs=6507, connected=no
[STATUS] 990 sec: peers=7, msgs=6507, connected=no
[STATUS] 1000 sec: peers=7, msgs=6507, connected=no
[STATUS] 1010 sec: peers=7, msgs=6507, connected=no
[STATUS] 1020 sec: peers=7, msgs=6507, connected=no
[STATUS] 1030 sec: peers=7, msgs=6507, connected=no
[STATUS] 1040 sec: peers=7, msgs=6507, connected=no
[STATUS] 1050 sec: peers=7, msgs=6507, connected=no
[STATUS] 1060 sec: peers=7, msgs=6507, connected=no
[STATUS] 1070 sec: peers=7, msgs=6507, connected=no
[STATUS] 1080 sec: peers=7, msgs=6507, connected=no
[STATUS] 1090 sec: peers=7, msgs=6507, connected=no
[STATUS] 1100 sec: peers=7, msgs=6507, connected=no
[STATUS] 1110 sec: peers=7, msgs=6507, connected=no
[STATUS] 1120 sec: peers=7, msgs=6507, connected=no
[STATUS] 1130 sec: peers=7, msgs=6507, connected=no
[STATUS] 1140 sec: peers=7, msgs=6507, connected=no
[STATUS] 1150 sec: peers=7, msgs=6507, connected=no
[STATUS] 1160 sec: peers=7, msgs=6507, connected=no
[STATUS] 1170 sec: peers=7, msgs=6507, connected=no
[STATUS] 1180 sec: peers=7, msgs=6507, connected=no
[STATUS] 1190 sec: peers=7, msgs=6507, connected=no
[STATUS] 1200 sec: peers=7, msgs=6507, connected=no
[STATUS] 1210 sec: peers=7, msgs=6507, connected=no
[STATUS] 1220 sec: peers=7, msgs=6507, connected=no
[STATUS] 1230 sec: peers=7, msgs=6507, connected=no
[STATUS] 1240 sec: peers=7, msgs=6507, connected=no
[STATUS] 1250 sec: peers=7, msgs=6507, connected=no
[STATUS] 1260 sec: peers=7, msgs=6507, connected=no
[STATUS] 1270 sec: peers=7, msgs=6507, connected=no
[STATUS] 1280 sec: peers=7, msgs=6507, connected=no
[STATUS] 1290 sec: peers=7, msgs=6507, connected=no
[STATUS] 1300 sec: peers=7, msgs=6507, connected=no
[DISCOVERED] Peer 1: "MacThroughput" at 10.188.1.213:7354
[STATUS] 1310 sec: peers=8, msgs=6507, connected=no
[CONNECTED] Peer 1
[CAPS] Peer 1: max_msg=4096 chunk=1024 pressure=0 [FRAG]
[CAPS] Peer buffer: recv_buf=8192 optimal_chunk=2048
[CAPS] Effective max message: 4096 bytes
[CAPS] Optimal chunk for peer: 1024 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[ECHO] 6600 messages echoed
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[ECHO] 6700 messages echoed
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
[MESSAGE] From peer 1: 256 bytes
